model,family,split,donor,pearson_delta,e_distance,aucell_program_corr,n_test,n_strata,n_response_genes,leak_free,cluster,dataset,modality,registry_task,seed,ran,headline_eligible
CPA,latent,C2_soskic_LODO_D446,D446,0.1788,5.6904,-0.1446,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D448,D448,0.2236,5.7206,-0.0454,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D450,D450,0.3251,5.2363,-0.0485,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D452,D452,0.2203,5.276,-0.0523,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D454,D454,0.4606,5.6491,-0.0221,300.0,1.0,80.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D456,D456,0.179,5.3758,-0.059,600.0,2.0,80.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D458,D458,0.2259,5.1661,-0.0246,600.0,2.0,81.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D460,D460,0.1626,5.0005,-0.0533,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D462,D462,0.2467,5.5251,-0.0607,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D464,D464,0.2895,4.9834,-0.0238,600.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D466,D466,0.2295,5.271,-0.052,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D482,D482,0.1709,5.2262,-0.0788,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D484,D484,0.1104,5.5097,-0.0345,600.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D349,D349,0.1485,6.2043,-0.0245,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D351,D351,0.1496,6.209,-0.0517,600.0,2.0,81.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D353,D353,0.184,6.7349,-0.0443,583.0,2.0,84.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D355,D355,0.4359,6.1072,-0.0192,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D357,D357,0.2254,5.536,-0.0642,460.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D359,D359,0.2959,6.2005,-0.1009,600.0,2.0,81.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D364,D364,0.2406,5.4393,-0.0364,484.0,2.0,71.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D366,D366,0.1702,6.1529,-0.0442,534.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D368,D368,0.185,5.7234,-0.0561,534.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D370,D370,0.1447,5.7666,-0.0257,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D372,D372,0.14,5.8756,-0.037,496.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D374,D374,0.1041,6.2403,-0.03,579.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D379,D379,0.1152,5.7999,-0.0603,434.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D381,D381,0.1543,5.7211,-0.0529,342.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D383,D383,0.1973,5.5085,-0.0748,273.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D388,D388,0.1922,5.0108,-0.0724,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D390,D390,0.1505,5.5369,-0.1229,553.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D392,D392,0.2069,5.2759,-0.0349,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D394,D394,0.2185,4.9464,-0.089,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D396,D396,0.2232,5.3497,-0.1076,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D398,D398,0.2098,5.6528,-0.042,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D406,D406,0.2975,4.9279,-0.031,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D408,D408,0.0954,5.0449,-0.0884,600.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D410,D410,0.2362,4.6936,-0.0873,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D412,D412,0.1941,4.7984,-0.0468,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D414,D414,0.1261,5.0575,-0.1193,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D416,D416,0.2511,6.152,-0.1489,353.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D418,D418,0.235,6.2741,-0.0529,518.0,2.0,68.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D420,D420,0.2381,6.5356,-0.0241,386.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D422,D422,0.1282,4.6667,-0.1006,300.0,1.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D424,D424,0.2248,4.7986,-0.041,300.0,1.0,71.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D426,D426,0.1571,6.2882,-0.0467,600.0,2.0,84.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D428,D428,0.1639,6.3289,-0.0568,515.0,2.0,87.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D430,D430,0.3153,6.0807,-0.0195,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D432,D432,0.1457,5.7951,-0.0223,600.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D434,D434,0.1935,5.5449,-0.0481,482.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D436,D436,0.1651,5.3585,-0.0436,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D440,D440,0.1872,4.8752,-0.0193,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D442,D442,0.108,5.1695,-0.0216,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D445,D445,0.2355,5.3403,-0.0427,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D447,D447,0.1987,8.3269,-0.0321,600.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D449,D449,0.2433,5.1697,-0.0529,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D451,D451,0.4264,6.1599,-0.0253,600.0,2.0,70.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D453,D453,0.1964,5.4457,-0.0306,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D455,D455,0.1716,5.9934,-0.0218,466.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D457,D457,0.1505,5.6916,-0.0311,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D459,D459,0.353,5.9829,-0.0692,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D461,D461,0.2032,5.1028,-0.0607,600.0,2.0,80.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D463,D463,0.3629,5.2622,-0.0247,600.0,2.0,80.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D465,D465,0.2627,5.383,-0.0485,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D481,D481,0.2124,5.1049,-0.0457,600.0,2.0,69.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D483,D483,0.1922,5.2383,-0.0251,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
CPA,latent,C2_soskic_LODO_D485,D485,0.1792,5.6341,-0.0257,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,True
scPRAM,ot,C2_soskic_LODO_D348,D348,0.1411,5.7902,-0.0268,600.0,2.0,83.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D349,D349,0.1969,5.752,-0.0245,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D350,D350,0.2396,6.6871,-0.0183,555.0,2.0,83.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D351,D351,0.186,5.8918,-0.0198,600.0,2.0,81.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D352,D352,0.0732,6.6506,-0.0395,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D353,D353,0.2272,6.2711,-0.0219,583.0,2.0,84.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D354,D354,-0.0463,6.9525,-0.0188,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D355,D355,0.1463,7.0939,-0.0291,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D356,D356,0.165,5.9568,-0.02,541.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D357,D357,0.0869,6.8871,-0.0455,460.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D358,D358,0.3004,6.0322,-0.0369,538.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D359,D359,0.3158,6.5257,-0.0226,600.0,2.0,81.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D363,D363,0.2541,5.3128,-0.0253,572.0,2.0,81.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D364,D364,0.1103,5.7936,-0.0157,484.0,2.0,71.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D365,D365,0.2849,5.8706,-0.0568,549.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D366,D366,0.2089,6.0683,-0.0175,534.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D367,D367,0.2831,5.5464,-0.0633,508.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D368,D368,0.0912,6.4438,-0.0376,534.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D369,D369,0.2915,6.0176,-0.0218,533.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D370,D370,0.1694,5.4696,-0.0257,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D371,D371,0.1219,6.5079,-0.0253,419.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D372,D372,0.1492,5.8259,-0.0178,496.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D373,D373,0.224,5.9076,-0.0222,576.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D374,D374,0.1287,5.9523,-0.021,579.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D378,D378,0.0989,6.6387,-0.0241,371.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D379,D379,0.0588,6.3512,-0.0681,434.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D380,D380,0.0652,6.6799,-0.0674,341.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D381,D381,0.1501,6.0465,-0.04,342.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D382,D382,0.1456,5.9738,-0.0387,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D383,D383,0.235,6.135,-0.0407,273.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D387,D387,0.1058,6.2213,-0.0275,472.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D388,D388,0.2058,5.4661,-0.032,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D389,D389,0.1179,5.9362,-0.0216,552.0,2.0,70.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D390,D390,0.2392,5.99,-0.0323,553.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D391,D391,0.2486,6.4167,-0.0277,596.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D392,D392,0.0299,6.2236,-0.0206,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D393,D393,0.125,5.5914,-0.0169,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D394,D394,0.1681,4.7056,-0.0177,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D395,D395,0.185,5.2686,-0.0226,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D396,D396,0.1845,5.8994,-0.0383,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D397,D397,0.0997,5.5874,-0.0403,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D398,D398,0.1672,5.9672,-0.0201,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D405,D405,0.1068,5.3221,-0.0192,600.0,2.0,71.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D406,D406,0.1934,5.3585,-0.0225,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D407,D407,0.1824,5.4748,-0.025,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D408,D408,0.0971,5.5582,-0.0195,600.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D409,D409,0.2356,5.211,-0.0285,567.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D410,D410,0.2382,5.444,-0.0209,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D411,D411,0.0212,5.4809,-0.0223,600.0,2.0,70.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D412,D412,0.038,5.6281,-0.0169,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D413,D413,0.0834,5.6384,-0.0189,600.0,2.0,70.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D414,D414,0.0703,5.8473,-0.0232,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D415,D415,0.2165,5.9216,-0.0199,600.0,2.0,71.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D416,D416,0.1445,7.2916,-0.0268,353.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D417,D417,0.0116,7.2144,-0.0616,370.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D418,D418,0.1062,7.0928,-0.0403,518.0,2.0,68.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D419,D419,0.0097,7.2893,-0.062,466.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D420,D420,0.2622,7.476,-0.0249,386.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D421,D421,0.0555,5.7301,-0.0918,300.0,1.0,66.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D422,D422,-0.156,5.7582,-0.0574,300.0,1.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D423,D423,0.0788,6.2637,-0.0961,300.0,1.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D424,D424,-0.0171,6.0875,-0.056,300.0,1.0,71.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D425,D425,-0.08,6.0841,-0.0451,300.0,1.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D426,D426,0.1408,5.9329,-0.0192,600.0,2.0,84.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D427,D427,0.2273,5.6295,-0.0212,600.0,2.0,83.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D428,D428,0.0576,6.8861,-0.0271,515.0,2.0,87.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D429,D429,0.1451,5.6143,-0.0241,600.0,2.0,81.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D430,D430,0.2926,5.9678,-0.029,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D431,D431,0.1675,5.7662,-0.018,600.0,2.0,91.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D432,D432,0.2638,5.9246,-0.0224,600.0,2.0,72.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D433,D433,0.189,6.3829,-0.0277,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D434,D434,0.0861,6.0908,-0.018,482.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D435,D435,0.2011,5.6315,-0.022,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D436,D436,0.0761,5.9543,-0.0269,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D439,D439,0.1496,5.901,-0.031,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D440,D440,0.1702,5.3896,-0.0259,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D441,D441,0.1185,5.6202,-0.0559,600.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D442,D442,0.1151,5.2905,-0.0216,600.0,2.0,76.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D443,D443,0.12,5.5337,-0.0229,600.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D445,D445,0.1675,6.1448,-0.0366,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D446,D446,0.0994,6.5513,-0.0192,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D447,D447,0.4954,7.9481,-0.0144,600.0,2.0,73.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D448,D448,0.2491,6.887,-0.0289,600.0,2.0,75.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D449,D449,0.1996,6.1262,-0.016,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D450,D450,0.142,5.9914,-0.0191,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D451,D451,0.0054,7.4894,-0.0275,600.0,2.0,70.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D452,D452,0.2226,5.6441,-0.0206,600.0,2.0,77.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D453,D453,0.2605,5.6929,-0.0216,600.0,2.0,79.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D454,D454,0.2781,6.0308,-0.0223,300.0,1.0,80.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D455,D455,0.1573,6.1332,-0.0218,466.0,2.0,74.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D456,D456,0.0848,5.6919,-0.0519,600.0,2.0,80.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
scPRAM,ot,C2_soskic_LODO_D457,D457,0.1917,5.664,-0.1116,600.0,2.0,78.0,1.0,C2,soskic_CD4_activation,RNA,C2_LODO,0,True,False
